Country,Contributor,Fund,Fund focus,Measure Names,Measure Values
Australia,Australia,Clean Technology Fund (CTF),Mitigation - General,Deposited (USD million current),86.33
Australia,Australia,Clean Technology Fund (CTF),Mitigation - General,Pledged (USD million current),86.33
Australia,Australia,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),18.39
Australia,Australia,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),18.39
Australia,Australia,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),23.89
Australia,Australia,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),23.89
Australia,Australia,Forest Investment Program (FIP),Mitigation - REDD,Deposited (USD million current),35.28
Australia,Australia,Forest Investment Program (FIP),Mitigation - REDD,Pledged (USD million current),35.28
Australia,Australia,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),15.03
Australia,Australia,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),15.03
Australia,Australia,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),26.09
Australia,Australia,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),26.09
Australia,Australia,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),24.072
Australia,Australia,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),24.072
Australia,Australia,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),11.79
Australia,Australia,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),11.79
Australia,Australia,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),9.36
Australia,Australia,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),9.36
Australia,Australia,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Australia,Australia,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),33.77
Australia,Australia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),187.33
Australia,Australia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),187.33
Australia,Australia,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Deposited (USD million current),0.31
Australia,Australia,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Pledged (USD million current),0.31
Australia,Australia,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),42.97
Australia,Australia,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),42.97
Australia,Australia,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),12.5
Australia,Australia,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),12.5
Australia,Australia,Pilot Program for Climate Resilience (PPCR),Adaptation,Deposited (USD million current),33.36
Australia,Australia,Pilot Program for Climate Resilience (PPCR),Adaptation,Pledged (USD million current),33.36
Australia,Australia,Scaling Up Renewable Energy Program (SREP),Mitigation - General,Deposited (USD million current),11.65
Australia,Australia,Scaling Up Renewable Energy Program (SREP),Mitigation - General,Pledged (USD million current),11.65
Austria,Austria,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Deposited (USD million current),2.42
Austria,Austria,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Pledged (USD million current),2.29
Austria,Austria,Adaptation Fund (AF),Adaptation,Deposited (USD million current),5.69025
Austria,Austria,Adaptation Fund (AF),Adaptation,Pledged (USD million current),22.62
Austria,Austria,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),10.8075
Austria,Austria,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),10.8075
Austria,Austria,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),19.81266
Austria,Austria,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),19.81266
Austria,Austria,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),18.36
Austria,Austria,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),18.36
Austria,Austria,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),11.9
Austria,Austria,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),11.9
Austria,Austria,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),10.92
Austria,Austria,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),10.92
Austria,Austria,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),146.41
Austria,Austria,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),152.52
Austria,Austria,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Austria,Austria,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),180.1
Austria,Austria,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),34.78
Austria,Austria,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),34.78
Austria,Austria,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),2.67
Austria,Austria,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),2.67
Bangladesh,Bangladesh,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),0.04888418
Bangladesh,Bangladesh,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),0.04888418
Belgium,Belgium,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Deposited (USD million current),7.86
Belgium,Belgium,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Pledged (USD million current),8.58
Belgium,Belgium,Adaptation Fund (AF),Adaptation,Deposited (USD million current),1.645
Belgium,Belgium,Adaptation Fund (AF),Adaptation,Pledged (USD million current),1.645
Belgium,Belgium,Central African Forest Initiative (CAFI),Mitigation - REDD,Deposited (USD million current),6.55
Belgium,Belgium,Central African Forest Initiative (CAFI),Mitigation - REDD,Pledged (USD million current),6.55
Belgium,Belgium,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),20.47
Belgium,Belgium,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),20.47
Belgium,Belgium,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),19.54
Belgium,Belgium,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),19.54
Belgium,Belgium,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),27.166
Belgium,Belgium,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),27.166
Belgium,Belgium,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),14.83
Belgium,Belgium,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),14.83
Belgium,Belgium,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),17.96
Belgium,Belgium,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),17.96
Belgium,Belgium,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),112.62
Belgium,Belgium,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),116.89
Belgium,Belgium,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Belgium,Belgium,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),167.9
Belgium,Belgium,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),66.89
Belgium,Belgium,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),66.89
Belgium,Belgium,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),182.72
Belgium,Belgium,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),247.39
Belgium,Belgium,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),41.21
Belgium,Belgium,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),41.21
Belgium,Belgium (Brussels Capital Region),Adaptation Fund (AF),Adaptation,Deposited (USD million current),9.36
Belgium,Belgium (Brussels Capital Region),Adaptation Fund (AF),Adaptation,Pledged (USD million current),12.26
Belgium,Belgium (Brussels Capital Region),Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),1.13
Belgium,Belgium (Brussels Capital Region),Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),1.19
Belgium,Belgium (Brussels Capital Region),Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),4.82
Belgium,Belgium (Brussels Capital Region),Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),4.82
Belgium,Belgium (Flanders),Adaptation Fund (AF),Adaptation,Deposited (USD million current),13.09
Belgium,Belgium (Flanders),Adaptation Fund (AF),Adaptation,Pledged (USD million current),13.09
Belgium,Belgium (Flanders),Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),19.73
Belgium,Belgium (Flanders),Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),19.73
Belgium,Belgium (Wallonia Regions),Adaptation Fund (AF),Adaptation,Deposited (USD million current),34.43
Belgium,Belgium (Wallonia Regions),Adaptation Fund (AF),Adaptation,Pledged (USD million current),34.43
Belgium,Belgium (Wallonia),Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),1.8
Belgium,Belgium (Wallonia),Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),1.87
Belgium,Belgium (Wallonia),Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),10.87
Belgium,Belgium (Wallonia),Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),10.87
Belgium,Flanders,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Deposited (USD million current),2.38
Belgium,Flanders,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Pledged (USD million current),2.38
Brazil,Brazil,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),0.064065
Brazil,Brazil,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),0.064065
Brazil,Brazil,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),1.61
Brazil,Brazil,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),5.1328389
Brazil,Brazil,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),1.18
Brazil,Brazil,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),1.18
Brazil,Petrobras - Brasil,Amazon Fund,Mitigation - REDD,Deposited (USD million current),7.71
Brazil,Petrobras - Brasil,Amazon Fund,Mitigation - REDD,Pledged (USD million current),7.71
Bulgaria,Bulgaria,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),0.08
Bulgaria,Bulgaria,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),0.08
Bulgaria,Bulgaria,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),0.13
Bulgaria,Bulgaria,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),0.13
Canada,Canada,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Deposited (USD million current),19.88
Canada,Canada,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Pledged (USD million current),20.35
Canada,Canada,Adaptation Fund (AF),Adaptation,Deposited (USD million current),7.3
Canada,Canada,Adaptation Fund (AF),Adaptation,Pledged (USD million current),7.3
Canada,Canada,Clean Technology Fund (CTF),Mitigation - General,Deposited (USD million current),974.64
Canada,Canada,Clean Technology Fund (CTF),Mitigation - General,Pledged (USD million current),974.64
Canada,Canada,Congo Basin Forest Fund (CBFF),Mitigation - REDD,Deposited (USD million current),21.02
Canada,Canada,Congo Basin Forest Fund (CBFF),Mitigation - REDD,Pledged (USD million current),21.021
Canada,Canada,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),5.02
Canada,Canada,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),5.02
Canada,Canada,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),41.36
Canada,Canada,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),41.36
Canada,Canada,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),43.19
Canada,Canada,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),43.19
Canada,Canada,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),66.7
Canada,Canada,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),66.7
Canada,Canada,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),64.13
Canada,Canada,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),64.13
Canada,Canada,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),35.88
Canada,Canada,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),35.88
Canada,Canada,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),32.05
Canada,Canada,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),32.05
Canada,Canada,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),225.53
Canada,Canada,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),230.13
Canada,Canada,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Canada,Canada,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),339.96
Canada,Canada,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),277.02
Canada,Canada,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),277.02
Canada,Canada,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),90.14
Canada,Canada,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),90.14
Canada,Canada,Pilot Program for Climate Resilience (PPCR),Adaptation,Deposited (USD million current),83.88
Canada,Canada,Pilot Program for Climate Resilience (PPCR),Adaptation,Pledged (USD million current),83.88
Canada,Canada,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),14.28
Canada,Canada,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),38.15
Canada (Quebec),Canada (Quebec),Adaptation Fund (AF),Adaptation,Deposited (USD million current),17.63
Canada (Quebec),Canada (Quebec),Adaptation Fund (AF),Adaptation,Pledged (USD million current),17.63
Chile,Chile,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),0.3
Chile,Chile,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),0.3
China,China,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),3.44
China,China,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),3.44
China,China,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),4.83
China,China,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),4.83
China,China,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),6.8
China,China,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),6.8
China,China,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),4.33
China,China,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),4.33
China,China,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),5.1
China,China,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),5.1
Colombia,Colombia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),0.8
Colombia,Colombia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),6
Cote d'Ivoire,Cote d'Ivoire,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),1.12
Cote d'Ivoire,Cote d'Ivoire,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),1.12
Cyprus,Cyprus,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),1.345584
Cyprus,Cyprus,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),1.345584
Cyprus,Cyprus,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),0.47
Cyprus,Cyprus,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),0.47
Czech Republic,Czech Republic,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),0.224264
Czech Republic,Czech Republic,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),0.224264
Czech Republic,Czech Republic,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),2.27
Czech Republic,Czech Republic,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),2.27
Czech Republic,Czech Republic,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),2.27
Czech Republic,Czech Republic,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),2.27
Czech Republic,Czech Republic,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),1.564
Czech Republic,Czech Republic,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),1.564
Czech Republic,Czech Republic,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),1.12
Czech Republic,Czech Republic,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),1.12
Czech Republic,Czech Republic,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),0.9
Czech Republic,Czech Republic,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),0.9
Czech republic,Czech republic,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Czech republic,Czech republic,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),4.14
Czech Republic,Czech Republic,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),5.32
Czech Republic,Czech Republic,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),5.32
Czech republic,Czech republic,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),0.025
Czech republic,Czech republic,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),0.025
Denmark,Denmark,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Deposited (USD million current),15.01
Denmark,Denmark,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Pledged (USD million current),25.19
Denmark,Denmark,Adaptation Fund (AF),Adaptation,Deposited (USD million current),0
Denmark,Denmark,Adaptation Fund (AF),Adaptation,Pledged (USD million current),7.3
Denmark,Denmark,Amazon Fund,Mitigation - REDD,Deposited (USD million current),0
Denmark,Denmark,Amazon Fund,Mitigation - REDD,Pledged (USD million current),22
Denmark,Denmark,Clean Technology Fund (CTF),Mitigation - General,Deposited (USD million current),14.2
Denmark,Denmark,Clean Technology Fund (CTF),Mitigation - General,Pledged (USD million current),14.2
Denmark,Denmark,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),5.8
Denmark,Denmark,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),5.8
Denmark,Denmark,Forest Investment Program (FIP),Mitigation - REDD,Deposited (USD million current),13.4
Denmark,Denmark,Forest Investment Program (FIP),Mitigation - REDD,Pledged (USD million current),13.4
Denmark,Denmark,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),16.83
Denmark,Denmark,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),16.83
Denmark,Denmark,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),26
Denmark,Denmark,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),26
Denmark,Denmark,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),21.25
Denmark,Denmark,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),21.25
Denmark,Denmark,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),14.99
Denmark,Denmark,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),14.99
Denmark,Denmark,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),120.69
Denmark,Denmark,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),126
Denmark,Denmark,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Denmark,Denmark,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),239.54
Denmark,Denmark,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),71.78
Denmark,Denmark,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),71.78
Denmark,Denmark,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Deposited (USD million current),0.2218
Denmark,Denmark,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Pledged (USD million current),0.2218
Denmark,Denmark,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),135.17
Denmark,Denmark,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),174.57
Denmark,Denmark,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),5.1
Denmark,Denmark,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),5.1
Denmark,Denmark,Pilot Program for Climate Resilience (PPCR),Adaptation,Deposited (USD million current),28.33
Denmark,Denmark,Pilot Program for Climate Resilience (PPCR),Adaptation,Pledged (USD million current),28.33
Denmark,Denmark,Scaling Up Renewable Energy Program (SREP),Mitigation - General,Deposited (USD million current),16.78
Denmark,Denmark,Scaling Up Renewable Energy Program (SREP),Mitigation - General,Pledged (USD million current),16.78
Denmark,Denmark,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),14.01
Denmark,Denmark,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),19.88
Estonia,Estonia,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),0.897056
Estonia,Estonia,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),0.897056
Estonia,Estonia,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Estonia,Estonia,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),1.08
Estonia,Estonia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),1.34
Estonia,Estonia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),1.34
Estonia,Estonia,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),1.14
Estonia,Estonia,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),1.14
Europe,5 EU Member States,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),46.91
Europe,5 EU Member States,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),46.91
Europe,11th EDF intra ACP allocation,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),88.76
Europe,11th EDF intra ACP allocation,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),88.76
Europe,EC Fast Start Funding,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),84.099
Europe,EC Fast Start Funding,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),84.099
Europe,ENRTP programme,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),380.39
Europe,ENRTP programme,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),380.39
Europe,European Commission,Adaptation Fund (AF),Adaptation,Deposited (USD million current),54.47
Europe,European Commission,Adaptation Fund (AF),Adaptation,Pledged (USD million current),107.51
Europe,European Commission,Amazon Fund,Mitigation - REDD,Deposited (USD million current),0
Europe,European Commission,Amazon Fund,Mitigation - REDD,Pledged (USD million current),21.88
Europe,European Commission,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),6.71
Europe,European Commission,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),6.71
Europe,European Commission,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),5.17
Europe,European Commission,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),5.17
Europe,European Commission,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),154.2487792
Europe,European Commission,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),154.2487792
Europe,European Commission,Global Energy Efficiency and Renewable Energy Fund (GEEREF),Mitigation - General,Deposited (USD million current),114
Europe,European Commission,Global Energy Efficiency and Renewable Energy Fund (GEEREF),Mitigation - General,Pledged (USD million current),120
Europe,European Commission,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),17
Europe,European Commission,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),18.7
Europe,European Development Fund,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),44.8528
Europe,European Development Fund,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),44.8528
Europe,European Union,Central African Forest Initiative (CAFI),Mitigation - REDD,Deposited (USD million current),15.1
Europe,European Union,Central African Forest Initiative (CAFI),Mitigation - REDD,Pledged (USD million current),15.1
Europe,Global Goods and Challenges Programme (GPGC),Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),763.71
Europe,Global Goods and Challenges Programme (GPGC),Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),763.71
Europe,Intra Africa Caribbean and Pacific (ACP) Programme,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),46.91
Europe,Intra Africa Caribbean and Pacific (ACP) Programme,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),46.91
Finland,Finland,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Deposited (USD million current),6.83
Finland,Finland,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Pledged (USD million current),7.15
Finland,Finland,Adaptation Fund (AF),Adaptation,Deposited (USD million current),14.78
Finland,Finland,Adaptation Fund (AF),Adaptation,Pledged (USD million current),14.78
Finland,Finland,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),23.2
Finland,Finland,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),23.2
Finland,Finland,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),13.8
Finland,Finland,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),13.8
Finland,Finland,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),27.73
Finland,Finland,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),27.73
Finland,Finland,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),22.1
Finland,Finland,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),22.1
Finland,Finland,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),7.62
Finland,Finland,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),7.62
Finland,Finland,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),9.33
Finland,Finland,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),9.33
Finland,Finland,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),77.82
Finland,Finland,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),114.89
Finland,Finland,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Finland,Finland,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),66.68
Finland,Finland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),107.02
Finland,Finland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),107.02
Finland,Finland,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),55.75
Finland,Finland,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),55.75
Finland,Finland,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),5.4
